,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,opinion_id,text,target,category,polarity,ote_start,ote_stop,ote,entity,attribute,text_cln,text_cln_lm,text_ints,target_seq,POS_tag_lists,POS_int_lists
2434,2434,2434,2434,2435,BG#5:7:0,"But if you are prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food,FOOD#QUALITY,positive,134.0,145.0,Indian food,FOOD,QUALITY,"['but', 'if', 'you', 'are', 'prepared', 'to', 'spend', 'some', 'and', 'remember', 'to', 'ask', 'if', 'something', 'they', 'offer', 'is', 'complimentary', 'then', 'this', 'is', 'the', 'place', 'to', 'go', 'for', 'indian', 'food']","['but', 'if', 'you', 'be', 'prepare', 'to', 'spend', 'some', 'and', 'remember', 'to', 'ask', 'if', 'something', 'they', 'offer', 'be', 'complimentary', 'then', 'this', 'be', 'the', 'place', 'to', 'go', 'for', 'indian', 'food']","[18, 42, 16, 3, 241, 7, 346, 98, 4, 570, 7, 126, 42, 506, 33, 211, 3, 738, 265, 21, 3, 2, 22, 7, 29, 14, 152, 9]","['indian', 'food']","['CC', 'IN', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'CC', 'VB', 'TO', 'VB', 'IN', 'NN', 'PRP', 'VBP', 'VBZ', 'JJ', 'RB', 'DT', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'IN', 'JJ', 'NN']","[6, 4, 7, 12, 13, 14, 9, 3, 6, 9, 14, 9, 4, 1, 7, 12, 11, 2, 5, 3, 11, 3, 1, 14, 9, 4, 2, 1]"
2435,2435,2435,2435,2436,BG#5:7:1,"But if you are prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",place,RESTAURANT#PRICES,negative,118.0,123.0,place,RESTAURANT,PRICES,"['but', 'if', 'you', 'are', 'prepared', 'to', 'spend', 'some', 'and', 'remember', 'to', 'ask', 'if', 'something', 'they', 'offer', 'is', 'complimentary', 'then', 'this', 'is', 'the', 'place', 'to', 'go', 'for', 'indian', 'food']","['but', 'if', 'you', 'be', 'prepare', 'to', 'spend', 'some', 'and', 'remember', 'to', 'ask', 'if', 'something', 'they', 'offer', 'be', 'complimentary', 'then', 'this', 'be', 'the', 'place', 'to', 'go', 'for', 'indian', 'food']","[18, 42, 16, 3, 241, 7, 346, 98, 4, 570, 7, 126, 42, 506, 33, 211, 3, 738, 265, 21, 3, 2, 22, 7, 29, 14, 152, 9]",['place'],"['CC', 'IN', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'CC', 'VB', 'TO', 'VB', 'IN', 'NN', 'PRP', 'VBP', 'VBZ', 'JJ', 'RB', 'DT', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'IN', 'JJ', 'NN']","[6, 4, 7, 12, 13, 14, 9, 3, 6, 9, 14, 9, 4, 1, 7, 12, 11, 2, 5, 3, 11, 3, 1, 14, 9, 4, 2, 1]"
2436,2436,2436,2436,2437,BG#8:0:0,One of the BEST,,RESTAURANT#GENERAL,positive,0.0,0.0,0,RESTAURANT,GENERAL,"['one', 'of', 'the', 'best']","['one', 'of', 'the', 'best']","[53, 11, 2, 50]",['null'],"['CD', 'IN', 'DT', 'JJS']","[22, 4, 3, 21]"
2437,2437,2437,2437,2438,BG#8:1:0,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill,RESTAURANT#GENERAL,positive,0.0,13.0,Bukhara Grill,RESTAURANT,GENERAL,"['bukhara', 'grill', 'the', 'tagline', 'says', 'it', 'all', 'indian', 'spice', 'rave']","['bukhara', 'grill', 'the', 'tagline', 'say', 'it', 'all', 'indian', 'spice', 'rave']","[792, 327, 2, 2681, 100, 12, 34, 152, 399, 784]","['bukhara', 'grill']","['NNS', 'VBP', 'DT', 'NN', 'VBZ', 'PRP', 'DT', 'JJ', 'NN', 'VBP']","[10, 12, 3, 1, 11, 7, 3, 2, 1, 12]"
2438,2438,2438,2438,2439,BG#8:2:0,My GF and I dine at Bukhara often as she lives near it.,,,,,,,,,"['my', 'gf', 'and', 'i', 'dine', 'at', 'bukhara', 'often', 'as', 'she', 'lives', 'near', 'it']","['my', 'gf', 'and', 'i', 'dine', 'at', 'bukhara', 'often', 'as', 'she', 'live', 'near', 'it']","[25, 2682, 4, 6, 561, 30, 792, 424, 40, 208, 177, 793, 12]",['null'],"['PRP$', 'NN', 'CC', 'FW', 'FW', 'IN', 'NN', 'RB', 'IN', 'PRP', 'VBZ', 'IN', 'PRP']","[17, 1, 6, 15, 15, 4, 1, 5, 4, 7, 11, 4, 7]"
2439,2439,2439,2439,2440,BG#8:3:0,The lunch buffet is expensive but is deff worth it.,lunch buffet,FOOD#PRICES,negative,4.0,16.0,lunch buffet,FOOD,PRICES,"['the', 'lunch', 'buffet', 'is', 'expensive', 'but', 'is', 'deff', 'worth', 'it']","['the', 'lunch', 'buffet', 'be', 'expensive', 'but', 'be', 'deff', 'worth', 'it']","[2, 332, 961, 3, 189, 18, 3, 1860, 94, 12]","['lunch', 'buffet']","['DT', 'NN', 'NN', 'VBZ', 'JJ', 'CC', 'VBZ', 'RB', 'JJ', 'PRP']","[3, 1, 1, 11, 2, 6, 11, 5, 2, 7]"
2440,2440,2440,2440,2441,BG#8:3:1,The lunch buffet is expensive but is deff worth it.,lunch buffet,FOOD#QUALITY,positive,4.0,16.0,lunch buffet,FOOD,QUALITY,"['the', 'lunch', 'buffet', 'is', 'expensive', 'but', 'is', 'deff', 'worth', 'it']","['the', 'lunch', 'buffet', 'be', 'expensive', 'but', 'be', 'deff', 'worth', 'it']","[2, 332, 961, 3, 189, 18, 3, 1860, 94, 12]","['lunch', 'buffet']","['DT', 'NN', 'NN', 'VBZ', 'JJ', 'CC', 'VBZ', 'RB', 'JJ', 'PRP']","[3, 1, 1, 11, 2, 6, 11, 5, 2, 7]"
2441,2441,2441,2441,2442,BG#8:4:0,We go often for lunch and the place is packed.,,,,,,,,,"['we', 'go', 'often', 'for', 'lunch', 'and', 'the', 'place', 'is', 'packed']","['we', 'go', 'often', 'for', 'lunch', 'and', 'the', 'place', 'be', 'pack']","[10, 29, 424, 14, 332, 4, 2, 22, 3, 516]",['null'],"['PRP', 'VBP', 'RB', 'IN', 'NN', 'CC', 'DT', 'NN', 'VBZ', 'VBN']","[7, 12, 5, 4, 1, 6, 3, 1, 11, 13]"
2442,2442,2442,2442,2443,BG#8:5:0,We have gone for dinner only a few times but the same great quality and service is given.,service,SERVICE#GENERAL,positive,72.0,79.0,service,SERVICE,GENERAL,"['we', 'have', 'gone', 'for', 'dinner', 'only', 'a', 'few', 'times', 'but', 'the', 'same', 'great', 'quality', 'and', 'service', 'is', 'given']","['we', 'have', 'go', 'for', 'dinner', 'only', 'a', 'few', 'time', 'but', 'the', 'same', 'great', 'quality', 'and', 'service', 'be', 'give']","[10, 8, 29, 14, 107, 101, 5, 293, 41, 18, 2, 360, 17, 159, 4, 19, 3, 201]",['service'],"['PRP', 'VBP', 'VBN', 'IN', 'NN', 'RB', 'DT', 'JJ', 'NNS', 'CC', 'DT', 'JJ', 'JJ', 'NN', 'CC', 'NN', 'VBZ', 'VBN']","[7, 12, 13, 4, 1, 5, 3, 2, 10, 6, 3, 2, 2, 1, 6, 1, 11, 13]"
2443,2443,2443,2443,2444,BG#8:5:1,We have gone for dinner only a few times but the same great quality and service is given.,dinner,FOOD#QUALITY,positive,17.0,23.0,dinner,FOOD,QUALITY,"['we', 'have', 'gone', 'for', 'dinner', 'only', 'a', 'few', 'times', 'but', 'the', 'same', 'great', 'quality', 'and', 'service', 'is', 'given']","['we', 'have', 'go', 'for', 'dinner', 'only', 'a', 'few', 'time', 'but', 'the', 'same', 'great', 'quality', 'and', 'service', 'be', 'give']","[10, 8, 29, 14, 107, 101, 5, 293, 41, 18, 2, 360, 17, 159, 4, 19, 3, 201]",['dinner'],"['PRP', 'VBP', 'VBN', 'IN', 'NN', 'RB', 'DT', 'JJ', 'NNS', 'CC', 'DT', 'JJ', 'JJ', 'NN', 'CC', 'NN', 'VBZ', 'VBN']","[7, 12, 13, 4, 1, 5, 3, 2, 10, 6, 3, 2, 2, 1, 6, 1, 11, 13]"
2444,2444,2444,2444,2445,BG#8:6:0,Bukhara is on my top 5 Indian places in NYC,Bukhara,RESTAURANT#GENERAL,positive,0.0,7.0,Bukhara,RESTAURANT,GENERAL,"['bukhara', 'is', 'on', 'my', 'top', 'indian', 'places', 'in', 'nyc']","['bukhara', 'be', 'on', 'my', 'top', 'indian', 'place', 'in', 'nyc']","[792, 3, 28, 25, 154, 152, 22, 15, 233]",['bukhara'],"['NN', 'VBZ', 'IN', 'PRP$', 'JJ', 'JJ', 'NNS', 'IN', 'NN']","[1, 11, 4, 17, 2, 2, 10, 4, 1]"
2445,2445,2445,2445,2446,DBG#2:0:0,Wretched and retching,,RESTAURANT#GENERAL,negative,0.0,0.0,0,RESTAURANT,GENERAL,"['wretched', 'and', 'retching']","['wretched', 'and', 'retch']","[2683, 4, 2684]",['null'],"['JJ', 'CC', 'VBG']","[2, 6, 18]"
2446,2446,2446,2446,2447,DBG#2:1:0,This will be only the third online review I have ever made about a restaurant in my life.,,,,,,,,,"['this', 'will', 'be', 'only', 'the', 'third', 'online', 'review', 'i', 'have', 'ever', 'made', 'about', 'a', 'restaurant', 'in', 'my', 'life']","['this', 'will', 'be', 'only', 'the', 'third', 'online', 'review', 'i', 'have', 'ever', 'make', 'about', 'a', 'restaurant', 'in', 'my', 'life']","[21, 47, 3, 101, 2, 1065, 1861, 259, 6, 8, 144, 39, 63, 5, 36, 15, 25, 1157]",['null'],"['DT', 'MD', 'VB', 'RB', 'DT', 'JJ', 'NN', 'NN', 'FW', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN']","[3, 19, 9, 5, 3, 2, 1, 1, 15, 12, 5, 13, 4, 3, 1, 4, 17, 1]"
2447,2447,2447,2447,2448,DBG#2:2:0,They have all been tonight and they have all been about the same restaurant.,,,,,,,,,"['they', 'have', 'all', 'been', 'tonight', 'and', 'they', 'have', 'all', 'been', 'about', 'the', 'same', 'restaurant']","['they', 'have', 'all', 'be', 'tonight', 'and', 'they', 'have', 'all', 'be', 'about', 'the', 'same', 'restaurant']","[33, 8, 34, 3, 1862, 4, 33, 8, 34, 3, 63, 2, 360, 36]",['null'],"['PRP', 'VBP', 'DT', 'VBN', 'NN', 'CC', 'PRP', 'VBP', 'DT', 'VBN', 'IN', 'DT', 'JJ', 'NN']","[7, 12, 3, 13, 1, 6, 7, 12, 3, 13, 4, 3, 2, 1]"
2448,2448,2448,2448,2449,DBG#2:3:0,I have never been so disgusted by both food an service.,food,FOOD#QUALITY,negative,39.0,43.0,food,FOOD,QUALITY,"['i', 'have', 'never', 'been', 'so', 'disgusted', 'by', 'both', 'food', 'an', 'service']","['i', 'have', 'never', 'be', 'so', 'disgust', 'by', 'both', 'food', 'an', 'service']","[6, 8, 64, 3, 31, 350, 66, 147, 9, 58, 19]",['food'],"['LS', 'VBP', 'RB', 'VBN', 'RB', 'JJ', 'IN', 'CC', 'NN', 'DT', 'NN']","[16, 12, 5, 13, 5, 2, 4, 6, 1, 3, 1]"
2449,2449,2449,2449,2450,DBG#2:3:1,I have never been so disgusted by both food an service.,service,SERVICE#GENERAL,negative,47.0,54.0,service,SERVICE,GENERAL,"['i', 'have', 'never', 'been', 'so', 'disgusted', 'by', 'both', 'food', 'an', 'service']","['i', 'have', 'never', 'be', 'so', 'disgust', 'by', 'both', 'food', 'an', 'service']","[6, 8, 64, 3, 31, 350, 66, 147, 9, 58, 19]",['service'],"['LS', 'VBP', 'RB', 'VBN', 'RB', 'JJ', 'IN', 'CC', 'NN', 'DT', 'NN']","[16, 12, 5, 13, 5, 2, 4, 6, 1, 3, 1]"
2450,2450,2450,2450,2451,DBG#2:4:0,For starters they delivered us someone else's order.,,SERVICE#GENERAL,negative,0.0,0.0,0,SERVICE,GENERAL,"['for', 'starters', 'they', 'delivered', 'us', 'someone', 'else', 's', 'order']","['for', 'starters', 'they', 'deliver', 'us', 'someone', 'else', 's', 'order']","[14, 1832, 33, 550, 83, 334, 291, 88, 79]",['null'],"['IN', 'NNS', 'PRP', 'VBD', 'PRP', 'NN', 'JJ', 'NN', 'NN']","[4, 10, 7, 8, 7, 1, 2, 1, 1]"
2451,2451,2451,2451,2452,DBG#2:5:0,"Fine, I will not hang you for that.",,,,,,,,,"['fine', 'i', 'will', 'not', 'hang', 'you', 'for', 'that']","['fine', 'i', 'will', 'not', 'hang', 'you', 'for', 'that']","[338, 6, 47, 13, 657, 16, 14, 24]",['null'],"['VB', 'LS', 'MD', 'RB', 'VB', 'PRP', 'IN', 'DT']","[9, 16, 19, 5, 9, 7, 4, 3]"
2452,2452,2452,2452,2453,DBG#2:6:0,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it is your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee,FOOD#QUALITY,negative,187.0,194.0,kimchee,FOOD,QUALITY,"['however', 'once', 'i', 'received', 'my', 'predictably', 'mediocre', 'order', 'of', 'what', 'dokebi', 'thinks', 'passes', 'as', 'korean', 'fair', 'sometimes', 'you', 'have', 'to', 'settle', 'when', 'it', 'is', 'your', 'only', 'option', 'i', 'got', 'through', 'about', 'half', 'my', 'kimchee', 'before', 'i', 'found', 'a', 'piece', 'of', 'random', 'lettuce', 'accompanied', 'by', 'a', 'far', 'more', 'disgusting', 'slimy', 'clearly', 'bad', 'piece', 'of', 'fish', 'skin']","['however', 'once', 'i', 'receive', 'my', 'predictably', 'mediocre', 'order', 'of', 'what', 'dokebi', 'think', 'pass', 'as', 'korean', 'fair', 'sometimes', 'you', 'have', 'to', 'settle', 'when', 'it', 'be', 'your', 'only', 'option', 'i', 'get', 'through', 'about', 'half', 'my', 'kimchee', 'before', 'i', 'find', 'a', 'piece', 'of', 'random', 'lettuce', 'accompany', 'by', 'a', 'far', 'more', 'disgust', 'slimy', 'clearly', 'bad', 'piece', 'of', 'fish', 'skin']","[145, 190, 6, 435, 25, 1863, 575, 79, 11, 76, 737, 139, 632, 40, 583, 528, 205, 16, 8, 7, 1042, 91, 12, 3, 49, 101, 1864, 6, 35, 520, 63, 365, 25, 1865, 209, 6, 151, 5, 375, 11, 1866, 1205, 1390, 66, 5, 275, 55, 350, 1867, 1112, 109, 375, 11, 116, 942]",['kimchee'],"['RB', 'RB', 'LS', 'VBD', 'PRP$', 'RB', 'JJ', 'NN', 'IN', 'WDT', 'NN', 'VBZ', 'NNS', 'IN', 'JJ', 'NN', 'RB', 'PRP', 'VBP', 'TO', 'VB', 'WRB', 'PRP', 'VBZ', 'PRP$', 'JJ', 'NN', 'FW', 'VBD', 'IN', 'IN', 'NN', 'PRP$', 'NN', 'IN', 'FW', 'VBD', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'RB', 'RBR', 'JJ', 'JJ', 'RB', 'JJ', 'NN', 'IN', 'NN', 'NN']","[5, 5, 16, 8, 17, 5, 2, 1, 4, 20, 1, 11, 10, 4, 2, 1, 5, 7, 12, 14, 9, 26, 7, 11, 17, 2, 1, 15, 8, 4, 4, 1, 17, 1, 4, 15, 8, 3, 1, 4, 2, 1, 13, 4, 3, 5, 28, 2, 2, 5, 2, 1, 4, 1, 1]"
2453,2453,2453,2453,2454,DBG#2:6:1,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it is your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",Korean fair,FOOD#QUALITY,negative,87.0,98.0,Korean fair,FOOD,QUALITY,"['however', 'once', 'i', 'received', 'my', 'predictably', 'mediocre', 'order', 'of', 'what', 'dokebi', 'thinks', 'passes', 'as', 'korean', 'fair', 'sometimes', 'you', 'have', 'to', 'settle', 'when', 'it', 'is', 'your', 'only', 'option', 'i', 'got', 'through', 'about', 'half', 'my', 'kimchee', 'before', 'i', 'found', 'a', 'piece', 'of', 'random', 'lettuce', 'accompanied', 'by', 'a', 'far', 'more', 'disgusting', 'slimy', 'clearly', 'bad', 'piece', 'of', 'fish', 'skin']","['however', 'once', 'i', 'receive', 'my', 'predictably', 'mediocre', 'order', 'of', 'what', 'dokebi', 'think', 'pass', 'as', 'korean', 'fair', 'sometimes', 'you', 'have', 'to', 'settle', 'when', 'it', 'be', 'your', 'only', 'option', 'i', 'get', 'through', 'about', 'half', 'my', 'kimchee', 'before', 'i', 'find', 'a', 'piece', 'of', 'random', 'lettuce', 'accompany', 'by', 'a', 'far', 'more', 'disgust', 'slimy', 'clearly', 'bad', 'piece', 'of', 'fish', 'skin']","[145, 190, 6, 435, 25, 1863, 575, 79, 11, 76, 737, 139, 632, 40, 583, 528, 205, 16, 8, 7, 1042, 91, 12, 3, 49, 101, 1864, 6, 35, 520, 63, 365, 25, 1865, 209, 6, 151, 5, 375, 11, 1866, 1205, 1390, 66, 5, 275, 55, 350, 1867, 1112, 109, 375, 11, 116, 942]","['korean', 'fair']","['RB', 'RB', 'LS', 'VBD', 'PRP$', 'RB', 'JJ', 'NN', 'IN', 'WDT', 'NN', 'VBZ', 'NNS', 'IN', 'JJ', 'NN', 'RB', 'PRP', 'VBP', 'TO', 'VB', 'WRB', 'PRP', 'VBZ', 'PRP$', 'JJ', 'NN', 'FW', 'VBD', 'IN', 'IN', 'NN', 'PRP$', 'NN', 'IN', 'FW', 'VBD', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'RB', 'RBR', 'JJ', 'JJ', 'RB', 'JJ', 'NN', 'IN', 'NN', 'NN']","[5, 5, 16, 8, 17, 5, 2, 1, 4, 20, 1, 11, 10, 4, 2, 1, 5, 7, 12, 14, 9, 26, 7, 11, 17, 2, 1, 15, 8, 4, 4, 1, 17, 1, 4, 15, 8, 3, 1, 4, 2, 1, 13, 4, 3, 5, 28, 2, 2, 5, 2, 1, 4, 1, 1]"
2454,2454,2454,2454,2455,DBG#2:7:0,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",,,,,,,,,"['not', 'one', 'to', 'jump', 'to', 'complaints', 'hence', 'my', 'lack', 'of', 'previous', 'online', 'reviewing', 'i', 'called', 'the', 'restaurant', 'to', 'give', 'them', 'a', 'heads', 'up', 'that', 'their', 'kitchen', 'might', 'want', 'to', 'check', 'the', 'cleanliness', 'of', 'their', 'prep', 'stations']","['not', 'one', 'to', 'jump', 'to', 'complaints', 'hence', 'my', 'lack', 'of', 'previous', 'online', 'review', 'i', 'call', 'the', 'restaurant', 'to', 'give', 'them', 'a', 'head', 'up', 'that', 'their', 'kitchen', 'might', 'want', 'to', 'check', 'the', 'cleanliness', 'of', 'their', 'prep', 'station']","[13, 53, 7, 1868, 7, 1494, 2685, 25, 647, 11, 584, 1861, 259, 6, 354, 2, 36, 7, 201, 347, 5, 719, 99, 24, 70, 751, 478, 128, 7, 415, 2, 2686, 11, 70, 2687, 2688]",['null'],"['RB', 'CD', 'TO', 'VB', 'TO', 'NNS', 'RB', 'PRP$', 'NN', 'IN', 'JJ', 'NN', 'VBG', 'FW', 'VBN', 'DT', 'NN', 'TO', 'VB', 'PRP', 'DT', 'NNS', 'IN', 'DT', 'PRP$', 'NN', 'MD', 'VB', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'NNS']","[5, 22, 14, 9, 14, 10, 5, 17, 1, 4, 2, 1, 18, 15, 13, 3, 1, 14, 9, 7, 3, 10, 4, 3, 17, 1, 19, 9, 14, 9, 3, 1, 4, 17, 1, 10]"
2455,2455,2455,2455,2456,DBG#2:8:0,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",food,FOOD#QUALITY,negative,38.0,42.0,food,FOOD,QUALITY,"['my', 'main', 'concern', 'was', 'the', 'sanity', 'of', 'the', 'food', 'that', 'was', 'being', 'sent', 'out', 'to', 'myself', 'and', 'others', 'but', 'i', 'would', 'be', 'lying', 'is', 'i', 'said', 'that', 'as', 'someone', 'who', 'has', 'worked', 'in', 'restaurants', 'since', 'the', 'age', 'of', 'fifteen', 'i', 'was', 'expecting', 'at', 'least', 'a', 'minimal', 'effort', 'on', 'the', 'part', 'of', 'the', 'restaurant', 'to', 'amend', 'the', 'situation']","['my', 'main', 'concern', 'be', 'the', 'sanity', 'of', 'the', 'food', 'that', 'be', 'be', 'send', 'out', 'to', 'myself', 'and', 'others', 'but', 'i', 'would', 'be', 'lie', 'be', 'i', 'say', 'that', 'as', 'someone', 'who', 'have', 'work', 'in', 'restaurants', 'since', 'the', 'age', 'of', 'fifteen', 'i', 'be', 'expect', 'at', 'least', 'a', 'minimal', 'effort', 'on', 'the', 'part', 'of', 'the', 'restaurant', 'to', 'amend', 'the', 'situation']","[25, 434, 1035, 3, 2, 1869, 11, 2, 9, 24, 3, 3, 1870, 65, 7, 542, 4, 1279, 18, 6, 43, 3, 1250, 3, 6, 100, 24, 40, 334, 131, 8, 246, 15, 134, 290, 2, 1110, 11, 1871, 6, 3, 194, 30, 288, 5, 1872, 827, 28, 2, 396, 11, 2, 36, 7, 1873, 2, 1391]",['food'],"['PRP$', 'JJ', 'NN', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'VBG', 'VBN', 'RP', 'TO', 'PRP', 'CC', 'NNS', 'CC', 'FW', 'MD', 'VB', 'VBG', 'VBZ', 'LS', 'VBD', 'IN', 'IN', 'NN', 'WP', 'VBZ', 'VBN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'FW', 'FW', 'VBD', 'VBG', 'IN', 'JJS', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN']","[17, 2, 1, 8, 3, 1, 4, 3, 1, 20, 8, 18, 13, 23, 14, 7, 6, 10, 6, 15, 19, 9, 18, 11, 16, 8, 4, 4, 1, 25, 11, 13, 4, 10, 4, 3, 1, 4, 15, 15, 8, 18, 4, 21, 3, 2, 1, 4, 3, 1, 4, 3, 1, 14, 9, 3, 1]"
2456,2456,2456,2456,2457,DBG#2:8:1,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",,SERVICE#GENERAL,negative,0.0,0.0,0,SERVICE,GENERAL,"['my', 'main', 'concern', 'was', 'the', 'sanity', 'of', 'the', 'food', 'that', 'was', 'being', 'sent', 'out', 'to', 'myself', 'and', 'others', 'but', 'i', 'would', 'be', 'lying', 'is', 'i', 'said', 'that', 'as', 'someone', 'who', 'has', 'worked', 'in', 'restaurants', 'since', 'the', 'age', 'of', 'fifteen', 'i', 'was', 'expecting', 'at', 'least', 'a', 'minimal', 'effort', 'on', 'the', 'part', 'of', 'the', 'restaurant', 'to', 'amend', 'the', 'situation']","['my', 'main', 'concern', 'be', 'the', 'sanity', 'of', 'the', 'food', 'that', 'be', 'be', 'send', 'out', 'to', 'myself', 'and', 'others', 'but', 'i', 'would', 'be', 'lie', 'be', 'i', 'say', 'that', 'as', 'someone', 'who', 'have', 'work', 'in', 'restaurants', 'since', 'the', 'age', 'of', 'fifteen', 'i', 'be', 'expect', 'at', 'least', 'a', 'minimal', 'effort', 'on', 'the', 'part', 'of', 'the', 'restaurant', 'to', 'amend', 'the', 'situation']","[25, 434, 1035, 3, 2, 1869, 11, 2, 9, 24, 3, 3, 1870, 65, 7, 542, 4, 1279, 18, 6, 43, 3, 1250, 3, 6, 100, 24, 40, 334, 131, 8, 246, 15, 134, 290, 2, 1110, 11, 1871, 6, 3, 194, 30, 288, 5, 1872, 827, 28, 2, 396, 11, 2, 36, 7, 1873, 2, 1391]",['null'],"['PRP$', 'JJ', 'NN', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'VBG', 'VBN', 'RP', 'TO', 'PRP', 'CC', 'NNS', 'CC', 'FW', 'MD', 'VB', 'VBG', 'VBZ', 'LS', 'VBD', 'IN', 'IN', 'NN', 'WP', 'VBZ', 'VBN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'FW', 'FW', 'VBD', 'VBG', 'IN', 'JJS', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN']","[17, 2, 1, 8, 3, 1, 4, 3, 1, 20, 8, 18, 13, 23, 14, 7, 6, 10, 6, 15, 19, 9, 18, 11, 16, 8, 4, 4, 1, 25, 11, 13, 4, 10, 4, 3, 1, 4, 15, 15, 8, 18, 4, 21, 3, 2, 1, 4, 3, 1, 4, 3, 1, 14, 9, 3, 1]"
2457,2457,2457,2457,2458,DBG#2:9:0,None was made so i hung up.,,SERVICE#GENERAL,negative,0.0,0.0,0,SERVICE,GENERAL,"['none', 'was', 'made', 'so', 'i', 'hung', 'up']","['none', 'be', 'make', 'so', 'i', 'hang', 'up']","[2689, 3, 39, 31, 6, 657, 99]",['null'],"['NN', 'VBD', 'VBN', 'RB', 'LS', 'VBD', 'RP']","[1, 8, 13, 5, 16, 8, 23]"
2458,2458,2458,2458,2459,DBG#2:10:0,Less than three minutes passed before I found myself doubled over the toilet.,,FOOD#QUALITY,negative,0.0,0.0,0,FOOD,QUALITY,"['less', 'than', 'three', 'minutes', 'passed', 'before', 'i', 'found', 'myself', 'doubled', 'over', 'the', 'toilet']","['less', 'than', 'three', 'minutes', 'pass', 'before', 'i', 'find', 'myself', 'double', 'over', 'the', 'toilet']","[524, 93, 475, 294, 632, 209, 6, 151, 542, 1466, 115, 2, 979]",['null'],"['JJR', 'IN', 'CD', 'NNS', 'VBN', 'IN', 'FW', 'VBN', 'PRP', 'VBD', 'IN', 'DT', 'NN']","[24, 4, 22, 10, 13, 4, 15, 13, 7, 8, 4, 3, 1]"
